timestamp_utc,coin_id,price_usd,total_volume_usd,social_volume_2025_04_02
2025-04-01 21:04:51,bitcoin,85245.22438987631,25650064898.36904,2485.0
2025-04-01 22:04:42,bitcoin,85244.43181925929,29355794172.034203,2485.0
2025-04-01 23:04:52,bitcoin,85073.12003223266,29678910840.35733,2485.0
2025-04-02 00:04:51,bitcoin,85151.38359873935,29670672164.87349,2485.0
2025-04-02 01:04:54,bitcoin,84981.39412820044,26849289307.878853,2485.0
2025-04-02 02:04:56,bitcoin,85152.65632409418,27105811148.298145,2485.0
2025-04-02 03:04:59,bitcoin,84728.41789937182,29470375236.418343,2485.0
2025-04-02 04:09:44,bitcoin,84650.3303317548,29771176229.10041,2485.0
2025-04-02 05:04:41,bitcoin,84580.70592294853,30071782497.63079,2485.0
2025-04-02 06:04:49,bitcoin,84083.22112364328,27348459019.06654,2485.0
2025-04-02 07:04:49,bitcoin,84126.51474147492,30454259461.216843,2485.0
2025-04-02 08:04:34,bitcoin,84416.00027025993,27710852493.3641,2485.0
2025-04-02 09:04:43,bitcoin,84665.33194165595,27188182151.94643,2485.0
2025-04-02 10:04:51,bitcoin,85021.65957232645,28301420685.726868,2485.0
2025-04-02 11:00:28,bitcoin,84844.77000604966,29580552850.53757,2485.0
2025-04-02 12:09:32,bitcoin,84597.15150833085,27853571978.93522,2485.0
2025-04-02 13:09:30,bitcoin,84938.61029698861,29202908702.90064,2485.0
2025-04-02 14:04:58,bitcoin,85461.5657413444,30699382150.49999,2485.0
2025-04-02 15:07:35,bitcoin,86036.13444049208,27512255878.85589,2485.0
2025-04-02 16:09:25,bitcoin,86617.24415685238,27171501037.532825,2485.0
2025-04-02 17:04:57,bitcoin,87106.00781966242,32926776948.43761,2485.0
2025-04-02 18:03:23,bitcoin,86612.92096605808,34221437172.359905,2485.0
2025-04-02 19:04:56,bitcoin,86317.97978903714,34186846761.148643,2485.0
2025-04-02 20:04:30,bitcoin,86412.29967901438,32987667240.442547,2485.0
2025-04-01 21:04:39,ethereum,1913.04301687606,15874322788.37514,1032.0
2025-04-01 22:04:29,ethereum,1914.7794310100771,16045310558.983692,1032.0
2025-04-01 23:04:46,ethereum,1911.025610098203,16082358575.4581,1032.0
2025-04-02 00:04:50,ethereum,1905.223308697589,16005037424.423508,1032.0
2025-04-02 01:04:43,ethereum,1890.2107077969893,15725691073.294182,1032.0
2025-04-02 02:04:56,ethereum,1892.783323179335,14490315977.408386,1032.0
2025-04-02 03:04:56,ethereum,1879.444750400493,15979628023.911434,1032.0
2025-04-02 04:09:41,ethereum,1879.152743182904,15837660150.165731,1032.0
2025-04-02 05:04:41,ethereum,1879.35532558259,15836753706.519089,1032.0
2025-04-02 06:04:30,ethereum,1857.382936082461,16226947139.914597,1032.0
2025-04-02 07:04:48,ethereum,1855.681878959832,16095775859.529844,1032.0
2025-04-02 08:04:34,ethereum,1864.5252551219955,15804519335.76702,1032.0
2025-04-02 09:04:43,ethereum,1868.482212285354,15401978195.118282,1032.0
2025-04-02 10:04:53,ethereum,1878.857289347552,15233078066.467772,1032.0
2025-04-02 11:02:36,ethereum,1872.4132593899965,15155828725.676395,1032.0
2025-04-02 12:09:29,ethereum,1869.8649819585185,14905220041.985125,1032.0
2025-04-02 13:09:29,ethereum,1867.4145513973,14896853530.863968,1032.0
2025-04-02 14:04:58,ethereum,1875.079467798092,15143081934.933523,1032.0
2025-04-02 15:06:28,ethereum,1877.1374570730984,14434668469.30329,1032.0
2025-04-02 16:00:36,ethereum,1899.431449761672,12580824580.903486,1032.0
2025-04-02 17:04:37,ethereum,1903.8194757676893,15437764616.78745,1032.0
2025-04-02 18:06:31,ethereum,1891.9671176331135,16154097049.914131,1032.0
2025-04-02 19:04:54,ethereum,1898.359056875244,16203648302.235514,1032.0
2025-04-02 20:04:35,ethereum,1907.1408902562127,16249532741.853844,1032.0
2025-04-01 21:08:11,tether,0.99995797725353,47907730542.972336,
2025-04-01 22:04:43,tether,0.9999186027125138,45787192973.20521,
2025-04-01 23:04:56,tether,0.9999420917922718,48445281007.7884,
2025-04-02 00:04:45,tether,0.9999900860165356,47880368799.25613,
2025-04-02 01:01:59,tether,0.9999889520667612,27353133101.35181,
2025-04-02 02:04:48,tether,0.999992603587594,47529483632.52607,
2025-04-02 03:09:32,tether,0.9999634528115492,48554427779.99258,
2025-04-02 04:09:35,tether,0.9999339603805284,48574959131.38098,
2025-04-02 05:04:24,tether,0.999935405218514,21255892879.649326,
2025-04-02 06:04:52,tether,0.9999842969846104,49214385985.39652,
2025-04-02 07:04:46,tether,0.999952690274466,49361084012.44073,
2025-04-02 08:04:25,tether,0.9999876558049084,35109302961.340195,
2025-04-02 09:04:36,tether,0.9999553636341426,48358696397.24821,
2025-04-02 10:04:47,tether,0.9999815194362672,47833572402.84831,
2025-04-02 11:04:28,tether,0.9999892297178552,47055526931.38276,
2025-04-02 12:09:32,tether,0.9999208252341022,24732243538.89617,
2025-04-02 13:09:25,tether,0.999934644752187,44141735234.15659,
2025-04-02 14:04:54,tether,0.9999556318859816,47644683577.11555,
2025-04-02 15:07:40,tether,0.9998941317395762,22460069827.783016,
2025-04-02 16:09:21,tether,1.0000616980438046,49692215012.26061,
2025-04-02 17:04:57,tether,1.0000857415889328,35929938126.21547,
2025-04-02 18:05:50,tether,1.0000096462511991,53679644573.46487,
2025-04-02 19:04:55,tether,1.000045819450645,53475912311.88726,
2025-04-02 20:04:35,tether,1.0000485277482478,52950064728.92493,
2025-04-01 21:03:22,ripple,2.139752181137172,3672296027.27304,
2025-04-01 22:04:43,ripple,2.14357696559428,3674283589.45068,
2025-04-01 23:04:53,ripple,2.1440501812150745,3661106722.1701946,
2025-04-02 00:04:53,ripple,2.1384710756269465,3630832065.642556,
2025-04-02 01:04:45,ripple,2.1194935299638678,4135576331.23512,
2025-04-02 02:04:52,ripple,2.109692949975803,3605509783.0755343,
2025-04-02 03:03:55,ripple,2.0944982768580664,3665653776.9164257,
2025-04-02 04:09:43,ripple,2.102376892976101,3636924906.830917,
2025-04-02 05:04:40,ripple,2.098949511332345,3663543213.6737857,
2025-04-02 06:04:39,ripple,2.076959617481788,4244773384.201037,
2025-04-02 07:04:46,ripple,2.076508592055109,4249696032.0265374,
2025-04-02 08:00:14,ripple,2.1058853794792363,3725914029.5588207,
2025-04-02 09:04:32,ripple,2.107375445670664,3598390464.742445,
2025-04-02 10:04:52,ripple,2.12115625485052,3408689270.015364,
2025-04-02 11:04:24,ripple,2.1136066583643887,3249550842.267657,
2025-04-02 12:09:32,ripple,2.1148652478251315,3167823520.336384,
2025-04-02 13:09:19,ripple,2.1220885990320646,3579853940.884775,
2025-04-02 14:04:58,ripple,2.125719905973855,3596835614.530842,
2025-04-02 15:08:10,ripple,2.134416955393001,2995598594.1289625,
2025-04-02 16:08:55,ripple,2.173032562377815,3153701816.6680856,
2025-04-02 17:04:53,ripple,2.166656596799703,3781934280.139879,
2025-04-02 18:08:16,ripple,2.138925758168555,3567097692.9384727,
2025-04-02 19:04:55,ripple,2.143761699536729,3436689354.1919613,
2025-04-02 20:04:44,ripple,2.150357583672909,3464152934.4771047,
2025-04-01 21:08:57,binancecoin,609.273288756803,1611806492.1272078,
2025-04-01 22:04:43,binancecoin,608.8490677828065,1617250879.9784796,
2025-04-01 23:04:36,binancecoin,610.2388735555922,1653143933.415962,
2025-04-02 00:04:43,binancecoin,610.648116688158,1658169876.889834,
2025-04-02 01:04:31,binancecoin,608.2128460941527,1664576450.5762537,
2025-04-02 02:04:56,binancecoin,606.9389699955464,1672360195.337237,
2025-04-02 03:04:59,binancecoin,602.1974708241783,1697131446.9130716,
2025-04-02 04:09:42,binancecoin,601.8679429032576,1713459568.5115974,
2025-04-02 05:04:32,binancecoin,600.89007077653,1712222484.2164738,
2025-04-02 06:04:30,binancecoin,597.2816095802266,1741727577.233687,
2025-04-02 07:04:46,binancecoin,598.6443653017149,1749129171.0292697,
2025-04-02 08:04:37,binancecoin,600.7402514682196,1777465306.0443368,
2025-04-02 09:04:31,binancecoin,603.6203690622295,1756598086.9961991,
