timestamp_utc,coin_id,price_usd,total_volume_usd
2025-04-25 21:05:59,bitcoin,94953.82159752958,40875455715.965195
2025-04-25 22:04:47,bitcoin,94682.09884824745,40711124315.67286
2025-04-25 23:04:42,bitcoin,94928.50897300708,40153827009.772224
2025-04-26 00:09:38,bitcoin,94800.21413700008,39614324025.27644
2025-04-26 01:05:32,bitcoin,94888.07294762752,39570600352.73456
2025-04-26 02:04:57,bitcoin,95066.6945668174,37063083249.84578
2025-04-26 03:04:39,bitcoin,95078.20905423805,38057720627.95043
2025-04-26 04:04:42,bitcoin,94791.3808696889,36408574498.32083
2025-04-26 05:06:35,bitcoin,94642.75101322084,36120885234.013054
2025-04-26 06:04:51,bitcoin,94671.43197965455,36128746288.74067
2025-04-26 07:00:03,bitcoin,94734.50640966927,36411094599.14265
2025-04-26 08:02:02,bitcoin,94687.45719807257,34924944991.69628
2025-04-26 09:00:22,bitcoin,94413.16016295046,34461653006.83425
2025-04-26 10:08:52,bitcoin,94272.05009027116,34342311063.718803
2025-04-26 11:08:01,bitcoin,94283.01021932048,33673716122.63642
2025-04-26 12:04:02,bitcoin,94189.89391089336,32540539140.300175
2025-04-26 13:09:40,bitcoin,94293.46684998806,29724804136.11558
2025-04-26 14:09:47,bitcoin,94103.96485256299,27936849517.970722
2025-04-26 15:09:59,bitcoin,94305.68621590677,22279860395.782906
2025-04-26 16:04:46,bitcoin,94400.20474084756,20418767190.71715
2025-04-26 17:04:44,bitcoin,94295.89439764651,19427455813.801228
2025-04-26 18:02:44,bitcoin,94356.36388475669,18013418345.608772
2025-04-26 19:08:36,bitcoin,94222.6479037988,16752606440.015022
2025-04-26 20:09:49,bitcoin,94375.50019793019,15855370637.835535
2025-04-25 21:04:55,ethereum,1799.6511379808896,16329515289.833895
2025-04-25 22:04:56,ethereum,1792.848881570183,16582050888.508081
2025-04-25 23:04:44,ethereum,1797.8045012380112,16411008896.255747
2025-04-26 00:09:33,ethereum,1790.5351144924468,16439869520.384321
2025-04-26 01:04:49,ethereum,1798.099733843576,15959404228.066523
2025-04-26 02:04:53,ethereum,1808.0014742145981,16396039667.085737
2025-04-26 03:00:29,ethereum,1811.2698689574063,15879352535.742844
2025-04-26 04:04:41,ethereum,1797.8695441623718,15850445325.85292
2025-04-26 05:04:55,ethereum,1793.215554063808,14946670469.514471
2025-04-26 06:04:51,ethereum,1795.8326001029013,15817910707.685951
2025-04-26 07:00:18,ethereum,1805.018737463248,15347233958.174175
2025-04-26 08:00:55,ethereum,1803.6925412410762,15595664844.633905
2025-04-26 09:09:34,ethereum,1805.9304141768876,16295953872.059166
2025-04-26 10:09:41,ethereum,1804.0163117009204,16291274493.424622
2025-04-26 11:07:38,ethereum,1805.8086418234195,15820254938.619204
2025-04-26 12:08:12,ethereum,1788.432261371247,15810231654.804523
2025-04-26 13:09:39,ethereum,1794.5000517080884,15201576111.46606
2025-04-26 14:09:46,ethereum,1788.364469587394,14569602055.39264
2025-04-26 15:09:59,ethereum,1794.4272239985369,12976017046.170084
2025-04-26 16:04:47,ethereum,1801.5136943697014,11732213510.735413
2025-04-26 17:04:52,ethereum,1802.1317192982588,11481713229.460808
2025-04-26 18:02:10,ethereum,1805.0747288998687,10956651904.094183
2025-04-26 19:04:53,ethereum,1805.7243532621505,10694990936.035578
2025-04-26 20:09:48,ethereum,1812.7798198779356,10580599565.175339
2025-04-25 21:05:35,tether,1.000803780462218,41207691134.64751
2025-04-25 22:04:53,tether,1.0008140762000153,37997944244.75068
2025-04-25 23:02:52,tether,1.0007066256556116,58440094630.48921
2025-04-26 00:01:19,tether,1.000614735700874,32519910518.311695
2025-04-26 01:04:58,tether,1.0005965236341703,41103199705.293564
2025-04-26 02:04:49,tether,1.0005079433803077,36648929265.43438
2025-04-26 03:05:33,tether,1.0004992088202649,62723953299.90047
2025-04-26 04:04:42,tether,1.0004130147207402,59581442142.65964
2025-04-26 05:04:34,tether,1.0003717613518313,48768296250.12951
2025-04-26 06:04:51,tether,1.0003234366934641,47901811440.43537
2025-04-26 07:04:55,tether,1.000339814060379,61678404121.42566
2025-04-26 08:09:43,tether,1.0003845624740206,53542227132.68408
2025-04-26 09:08:45,tether,1.0004011847904828,54240426380.47505
2025-04-26 10:07:43,tether,1.0003183713663133,47839860769.35533
2025-04-26 11:05:02,tether,1.0002846707169857,56908974916.923775
2025-04-26 12:06:18,tether,1.0003878829118384,30649091312.9165
2025-04-26 13:09:40,tether,1.000284058055489,46409663530.45637
2025-04-26 14:09:47,tether,1.0003168664315414,35188759038.70027
2025-04-26 15:09:47,tether,1.000310833218472,25158382373.78343
2025-04-26 16:04:43,tether,1.0003230212989869,41900198199.076
2025-04-26 17:04:59,tether,1.0003319646719606,39923153121.029594
2025-04-26 18:00:35,tether,1.0003244703608951,38317845518.697136
2025-04-26 19:09:50,tether,1.0003505702314124,25333206018.034428
2025-04-26 20:08:50,tether,1.000313206948745,35287399320.92339
2025-04-25 21:06:50,ripple,2.1986952662643686,3294133826.0940456
2025-04-25 22:03:29,ripple,2.1843992226110167,3276120961.4677157
2025-04-25 23:06:07,ripple,2.18911934807705,3250197388.5142403
2025-04-26 00:09:37,ripple,2.1867340435551488,3235551326.0606003
2025-04-26 01:04:55,ripple,2.1883737368649845,3233617242.736797
2025-04-26 02:04:56,ripple,2.2012999031470084,3215399482.44585
2025-04-26 03:04:43,ripple,2.197382702362923,3081677014.376664
2025-04-26 04:04:42,ripple,2.19267711288438,3045100890.9140677
2025-04-26 05:04:56,ripple,2.185333922718871,2959351266.0784607
2025-04-26 06:04:51,ripple,2.193210510978832,2926872912.865993
2025-04-26 07:06:53,ripple,2.22251316944315,3098647973.2569737
2025-04-26 08:09:48,ripple,2.227033643468372,3205290626.4376397
2025-04-26 09:09:36,ripple,2.207668300911243,3281316270.8169603
2025-04-26 10:09:39,ripple,2.209075488883746,3275951479.3210382
2025-04-26 11:05:33,ripple,2.212771892212721,3223641388.185916
2025-04-26 12:05:16,ripple,2.1951748432152636,3223803244.1009846
2025-04-26 13:09:39,ripple,2.199033648406977,3077839606.363493
2025-04-26 14:09:45,ripple,2.1930898359995945,3014799950.7726297
2025-04-26 15:09:52,ripple,2.196983063330976,2856991231.3662424
2025-04-26 16:04:55,ripple,2.2020712065247694,2742959011.7055526
2025-04-26 17:04:59,ripple,2.2009704121660483,2660056931.453434
2025-04-26 18:02:10,ripple,2.2025181156359728,2603420865.8025937
2025-04-26 19:09:47,ripple,2.1996545392011053,2544166984.3682184
2025-04-26 20:07:37,ripple,2.201322632501804,2511568399.8280764
2025-04-25 21:06:52,binancecoin,603.6417335372147,937212901.6283792
2025-04-25 22:04:53,binancecoin,600.488613325293,927103213.6917461
2025-04-25 23:05:22,binancecoin,601.018007176275,934865586.4586238
2025-04-26 00:09:31,binancecoin,600.4420125991875,939325515.5026243
2025-04-26 01:04:53,binancecoin,601.5390404831567,782677016.560436
2025-04-26 02:04:53,binancecoin,604.373527794047,949451593.4426842
2025-04-26 03:04:06,binancecoin,604.1090106739451,783009827.4478195
2025-04-26 04:03:46,binancecoin,602.5018769159267,937697049.0816677
2025-04-26 05:04:57,binancecoin,600.810825477767,937153286.1554285
2025-04-26 06:04:52,binancecoin,602.0765405721856,912020716.8828247
2025-04-26 07:07:04,binancecoin,604.1677926403573,873563252.0108876
2025-04-26 08:08:03,binancecoin,603.1556609181398,858006328.1267767
2025-04-26 09:07:33,binancecoin,601.4927441608787,836982218.4327675
2025-04-26 10:04:53,binancecoin,602.8457688155391,820425177.0694582
2025-04-26 11:05:13,binancecoin,604.274250016945,774340825.2548537
2025-04-26 12:04:57,binancecoin,602.9585294840087,606910337.5218573
2025-04-26 13:09:40,binancecoin,604.6326091352483,751518111.5802801
2025-04-26 14:09:42,binancecoin,603.2731658414538,733253156.293889
2025-04-26 15:09:58,binancecoin,605.5455652564096,709495126.6876713
2025-04-26 16:03:47,binancecoin,608.6865035902853,682994058.2550805
2025-04-26 17:09:42,binancecoin,608.1354452060796,685193795.358082
2025-04-26 18:01:32,binancecoin,607.7735780601876,675882207.2252239
2025-04-26 19:09:57,binancecoin,607.6803741729008,672098995.5278109
2025-04-26 20:09:51,binancecoin,608.8590615176481,660434731.4418796
2025-04-25 21:05:46,solana,152.01910509976597,5088183331.038454
2025-04-25 22:04:54,solana,150.48098054648412,5136912133.249162
