timestamp_utc,coin_id,price_usd,total_volume_usd,social_volume_2025_04_07
2025-04-06 21:04:43,bitcoin,78831.61045651248,23186821696.425507,2690.0
2025-04-06 22:04:34,bitcoin,78898.16417534047,29307589454.356834,2690.0
2025-04-06 23:09:37,bitcoin,77918.79195001676,33567369881.877934,2690.0
2025-04-07 00:04:25,bitcoin,78366.83212378949,36923952133.53284,2690.0
2025-04-07 01:09:36,bitcoin,78387.6912670073,39992794599.49568,2690.0
2025-04-07 02:43:31,bitcoin,78393.60272692906,44321772596.82131,2690.0
2025-04-07 03:27:53,bitcoin,78102.0875366474,42298663801.337616,2690.0
2025-04-07 04:00:32,bitcoin,77583.13554332654,44555514956.13573,2690.0
2025-04-07 05:07:04,bitcoin,76710.56508400357,47896368012.98912,2690.0
2025-04-07 06:04:01,bitcoin,76867.82910572468,49979083049.6676,2690.0
2025-04-07 07:04:51,bitcoin,74773.2587934775,53377334138.2379,2690.0
2025-04-07 08:04:57,bitcoin,75161.94887573915,59497488627.39267,2690.0
2025-04-07 09:04:54,bitcoin,76178.35448995476,63458436854.36305,2690.0
2025-04-07 10:01:14,bitcoin,76233.23187588078,64233755647.045845,2690.0
2025-04-07 11:04:03,bitcoin,76919.88747388404,65625732179.40932,2690.0
2025-04-07 12:04:51,bitcoin,76790.25609208614,73216300274.3503,2690.0
2025-04-07 13:04:57,bitcoin,77203.88350041474,78122898372.43529,2690.0
2025-04-07 14:02:14,bitcoin,78421.18308496752,83384262481.13869,2690.0
2025-04-07 15:06:30,bitcoin,79250.75260353838,89979722382.1693,2690.0
2025-04-07 16:04:41,bitcoin,78444.4226404733,96904908891.59248,2690.0
2025-04-07 17:04:48,bitcoin,77421.74966092409,101852957602.3884,2690.0
2025-04-07 18:04:51,bitcoin,79063.49516004637,104572725158.28873,2690.0
2025-04-07 19:04:58,bitcoin,78467.73933090719,102287269406.92703,2690.0
2025-04-07 20:04:38,bitcoin,78046.94250227706,93420613946.55878,2690.0
2025-04-06 21:04:45,ethereum,1574.8485493893695,15853678912.63572,1652.0
2025-04-06 22:04:35,ethereum,1587.400199993651,19864623753.514446,1652.0
2025-04-06 23:09:34,ethereum,1569.2502317173878,21921944766.50662,1652.0
2025-04-07 00:03:21,ethereum,1579.0366252686324,23934751772.032516,1652.0
2025-04-07 01:09:36,ethereum,1572.954662110037,25796480685.079582,1652.0
2025-04-07 02:43:31,ethereum,1577.2224353717515,27543524242.979813,1652.0
2025-04-07 03:27:54,ethereum,1565.1872416501783,27114180307.399693,1652.0
2025-04-07 04:04:50,ethereum,1543.7195986582446,27711161802.18325,1652.0
2025-04-07 05:06:57,ethereum,1542.1405014686477,29832846310.227177,1652.0
2025-04-07 06:04:18,ethereum,1539.1343681109986,29815805109.02239,1652.0
2025-04-07 07:04:51,ethereum,1431.731735478843,32086264623.054302,1652.0
2025-04-07 08:04:56,ethereum,1460.1188971347758,38832981431.0937,1652.0
2025-04-07 09:04:54,ethereum,1493.115630454946,39855065655.356926,1652.0
2025-04-07 10:01:15,ethereum,1487.765036007936,42355845125.0004,1652.0
2025-04-07 11:04:05,ethereum,1491.2079592407497,42357187172.46948,1652.0
2025-04-07 12:04:50,ethereum,1486.0197395366854,45893303469.04985,1652.0
2025-04-07 13:04:53,ethereum,1515.6760555564645,46459006427.001884,1652.0
2025-04-07 14:04:15,ethereum,1555.6202657817064,44673949367.98057,1652.0
