timestamp_utc,coin_id,price_usd,error,total_volume_usd,hourly_increase,price-soc correlation,price-pop,predicted_social_volume,predicted_magnitude_pct
2025-06-26 00:00:00,aave,215.36042916477817,0.14156361944912485,356910325.39560026,-0.013015998084745774,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 01:00:00,aave,215.3861121196358,0.1469286020566258,356910325.39560026,0.02568295485762576,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 02:00:00,aave,215.3581944580569,0.14477106579266708,356910325.39560026,-0.027917661578908907,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 03:00:00,aave,215.35114852504105,0.13183939576861362,356910325.39560026,-0.007045933015820651,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 04:00:00,aave,215.35429662286086,0.13799275450685267,356910325.39560026,0.0031480978197907915,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 05:00:00,aave,215.34809289249327,0.13136754100379786,356910325.39560026,-0.006203730367593039,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 06:00:00,aave,215.38465537498337,0.1546077959636538,356910325.39560026,0.036562482490076605,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 07:00:00,aave,215.35925741612493,0.15778463837111414,356910325.39560026,-0.02539795885841329,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 08:00:00,aave,215.358998232973,0.1494847387129107,356910325.39560026,-0.000259183151967477,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 09:00:00,aave,215.370782968547,0.14571755070453407,356910325.39560026,0.011784735574049137,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 10:00:00,aave,215.37806834341245,0.1314828276883016,356910325.39560026,0.007285374865409153,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 11:00:00,aave,215.36390598701118,0.14843272038193,356910325.39560026,-0.014162356401243983,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 12:00:00,aave,215.35581729380058,0.14228007035463394,356910325.39560026,-0.008088693210625593,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 13:00:00,aave,215.35550522682215,0.1241481338971818,356910325.39560026,-0.0003120669784220809,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 14:00:00,aave,215.3605869450507,0.11446943060504082,356910325.39560026,0.00508171822858742,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 15:00:00,aave,215.38381985689495,0.12263745856305047,356910325.39560026,0.02323291184425102,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 16:00:00,aave,215.36292916816103,0.1353956228047082,356910325.39560026,-0.02089068873397082,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 17:00:00,aave,215.34718750045434,0.1297173590898432,356910325.39560026,-0.01574166770666068,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 18:00:00,aave,215.38476366541403,0.11091478757756956,356910325.39560026,0.037576164959717176,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 19:00:00,aave,215.36155877500394,0.13636856790627738,356910325.39560026,-0.02320489041012934,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 20:00:00,aave,215.37311529688554,0.13115794743817402,356910325.39560026,0.011556521881673235,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 21:00:00,aave,215.3533987249142,0.1449042039407213,356910325.39560026,-0.019716571971393364,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 22:00:00,aave,215.38824860311834,0.12014119101159798,356910325.39560026,0.03484987820411618,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 23:00:00,aave,215.3878305601859,0.14303195430388269,356910325.39560026,-0.0004180429324242141,0.0,0.0,30.445336379494268,0.06360443668578566
2025-06-26 00:00:00,aptos,6.158199098899677,0.0031845175480868957,190393968.72427225,0.0004133247853669353,0.0,0.0,24.16307740321231,0.05
2025-06-26 01:00:00,aptos,6.1584457952501825,0.003315384644254964,190393968.72427225,0.0002466963505047026,0.0,0.0,24.16307740321231,0.05
2025-06-26 02:00:00,aptos,6.158422993003685,0.0028504874920431346,190393968.72427225,-2.280224649773288e-05,0.0,0.0,24.16307740321231,0.05
2025-06-26 03:00:00,aptos,6.158043643257623,0.003460305448504084,190393968.72427225,-0.00037934974606177005,0.0,0.0,24.16307740321231,0.05
