timestamp_utc,coin_id,price_usd,error,total_volume_usd,hourly_increase,price-soc correlation,price-pop,predicted_social_volume,predicted_magnitude_pct
2025-05-26 00:00:00,aave,215.42953488451988,0.22587257810630681,356910325.39560026,0.07118196528031205,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 01:00:00,aave,215.35362656220852,0.20107036243357454,356910325.39560026,-0.07590832231138223,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 02:00:00,aave,215.41351959491973,0.22096459094312415,356910325.39560026,0.05989303271128279,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 03:00:00,aave,215.370228889801,0.16201266831240074,356910325.39560026,-0.04329070511880445,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 04:00:00,aave,215.3541061684504,0.21186343828840257,356910325.39560026,-0.016122721350608344,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 05:00:00,aave,215.37797324435357,0.20834910525451572,356910325.39560026,0.023867075903235103,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 06:00:00,aave,215.41946308444432,0.20092888021953553,356910325.39560026,0.04148984009071967,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 07:00:00,aave,215.37410792653526,0.19860046678904414,356910325.39560026,-0.04535515790901911,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 08:00:00,aave,215.4002625000035,0.191909662951911,356910325.39560026,0.026154573468199372,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 09:00:00,aave,215.4243912060382,0.20926740135873625,356910325.39560026,0.024128706034699122,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 10:00:00,aave,215.4101665273385,0.21481750955333034,356910325.39560026,-0.01422467869968557,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 11:00:00,aave,215.40813192280203,0.20574805086639011,356910325.39560026,-0.0020346045364880183,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 12:00:00,aave,215.35858099566937,0.22079440066006664,356910325.39560026,-0.04955092713264435,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 13:00:00,aave,215.3902963942616,0.21151902872209877,356910325.39560026,0.03171539859223344,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 14:00:00,aave,215.31288542171114,0.17054394550094723,356910325.39560026,-0.0774109725504627,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 15:00:00,aave,215.37871698427986,0.20674650904589706,356910325.39560026,0.0658315625686754,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 16:00:00,aave,215.4132381196809,0.19453463869287546,356910325.39560026,0.0345211354010587,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 17:00:00,aave,215.37624459362632,0.17601971735749397,356910325.39560026,-0.036993526054582164,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 18:00:00,aave,215.3771015829903,0.21255028335677845,356910325.39560026,0.0008569893639952397,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 19:00:00,aave,215.38772554253484,0.2087350419278875,356910325.39560026,0.0106239595445237,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 20:00:00,aave,215.39677355906468,0.1931061414355082,356910325.39560026,0.009048016529832807,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 21:00:00,aave,215.39269342129293,0.2044930187604987,356910325.39560026,-0.004080137771718455,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 22:00:00,aave,215.38415905406097,0.1822109145631494,356910325.39560026,-0.008534367231955003,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 23:00:00,aave,215.33159131907507,0.1923851270187741,356910325.39560026,-0.05256773498584437,0.0,0.0,40.92915207942669,0.09213200423101864
2025-05-26 00:00:00,aptos,6.156562286394799,0.010447698200345577,190393968.72427225,0.002658570481122062,0.0,0.5216363213647699,19.400176675277805,0.14899421949230598
2025-05-26 01:00:00,aptos,6.154737304988547,0.012362322236754156,190393968.72427225,-0.0018249814062506608,0.0,0.5216363213647699,19.400176675277805,0.15891473098075948
2025-05-26 02:00:00,aptos,6.154210622651857,0.012711892436898931,190393968.72427225,-0.0005266823366918238,0.0,0.5216363213647699,19.400176675277805,0.17363545855158008
2025-05-26 03:00:00,aptos,6.155760523571853,0.013173687152160283,190393968.72427225,0.001549900919995988,0.0,0.5216363213647699,19.400176675277805,0.19344372100837062
