timestamp_utc,coin_id,price_usd,total_volume_usd,hourly_increase,price-soc correlation,price-pop,social_volume_2025_04_29,RSI,volatility
2025-04-29 00:00:00,aave,186.3695556305664,182154767.4093209,0.0710083812065534,-0.3464101615318524,-0.28665247537634775,13.0,50.0,1.036352756467992e-06
2025-04-29 01:00:00,aave,186.440564011773,182154767.4093209,0.07100838120661024,-0.47912964572792893,-0.31700632549366237,13.0,50.0,1.035559702176316e-06
2025-04-29 02:00:00,aave,186.5115723929796,182154767.4093209,0.07100838120658182,-0.5733198515732735,-0.3473833237810846,13.0,50.0,1.0347675578661125e-06
2025-04-29 03:00:00,aave,186.58258077418617,0.0,0.07100838120658182,-0.646058282502756,0.3454401207402448,13.0,50.0,1.0339763221502857e-06
2025-04-29 04:00:00,aave,186.65358915539275,0.0,0.07100838120658182,-0.7040256912671549,0.3155700510361726,13.0,50.0,1.0331859936012399e-06
2025-04-29 05:00:00,aave,186.72459753659933,0.0,0.07100838120658182,-0.7506518906438673,0.2856770446671108,13.0,50.0,1.0323965708640838e-06
2025-04-29 06:00:00,aave,186.79560591780591,0.0,0.07100838120658182,-0.7879527684335718,0.25576110163958293,13.0,50.0,1.0316080525222201e-06
2025-04-29 07:00:00,aave,186.8666142990125,0.0,0.07100838120658182,-0.8172062695704195,0.22582222194295898,13.0,50.0,1.030820437239022e-06
2025-04-29 08:00:00,aave,186.93762268021905,0.0,0.0710083812065534,-0.839254327459578,0.19586040558500897,13.0,50.0,1.0300337235896943e-06
2025-04-29 09:00:00,aave,187.00863106142563,0.0,0.07100838120658182,-0.8546547739785633,0.16587565256259879,13.0,50.0,1.029247910256921e-06
2025-04-29 10:00:00,aave,187.0796394426322,0.0,0.07100838120658182,-0.8637632526334292,0.1358679628773448,13.0,50.0,1.0284629958109816e-06
2025-04-29 11:00:00,aave,187.1506478238388,0.0,0.07100838120658182,-0.8667781422622205,0.105837336529822,13.0,50.0,1.027678978901683e-06
2025-04-29 12:00:00,aave,187.2216562050453,0.0,0.07100838120649655,-0.8637632526339027,0.07578377351357761,13.0,50.0,1.0268958582066471e-06
2025-04-29 13:00:00,aave,187.292664586252,0.0,0.0710083812066955,-0.8546547739791817,0.04570727385071302,13.0,50.0,1.0261136322338907e-06
2025-04-29 14:00:00,aave,187.3636729674585,0.0,0.07100838120652497,-0.8392543274606612,0.0156078375138668,13.0,50.0,1.0253322997698527e-06
2025-04-29 15:00:00,aave,187.43468134866512,0.0,0.07100838120661024,-0.8172062695713115,-0.014514535479273515,13.0,50.0,1.0245518593526262e-06
2025-04-29 16:00:00,aave,187.5056897298717,0.0,0.07100838120658182,-0.7879527684338996,-0.04465984513830914,13.0,50.0,1.0237723096467193e-06
