timestamp_utc,coin_id,price_usd,total_volume_usd,hourly_increase,price-soc correlation,price-pop,social_volume_2025_04_07,RSI,volatility
2025-04-07 00:00:00,aave,148.87713035349253,182154767.4093209,0.07100838120658182,0.34641016151588266,-0.2867757976781103,36.0,50.0,1.6279939280338255e-06
2025-04-07 01:00:00,aave,148.94813873469909,182154767.4093209,0.0710083812065534,0.4791296457054532,-0.3171884165354303,36.0,50.0,1.626432724893943e-06
2025-04-07 02:00:00,aave,149.01914711590567,182154767.4093209,0.07100838120658182,0.573319851547327,-0.34763007503797344,36.0,50.0,1.6248737664033904e-06
2025-04-07 03:00:00,aave,149.09015549711225,0.0,0.07100838120658182,0.6460582824742429,0.34519514912782123,36.0,50.0,1.6233170482797189e-06
2025-04-07 04:00:00,aave,149.16116387831883,0.0,0.07100838120658182,0.704025691235616,0.31538870057163637,36.0,50.0,1.6217625662420045e-06
2025-04-07 05:00:00,aave,149.2321722595254,0.0,0.07100838120658182,0.7506518906107305,0.28555354447482734,36.0,50.0,1.6202103159867496e-06
2025-04-07 06:00:00,aave,149.303180640732,0.0,0.07100838120658182,0.7879527683980917,0.2556896808333814,36.0,50.0,1.6186602932595221e-06
2025-04-07 07:00:00,aave,149.37418902193858,0.0,0.07100838120658182,0.8172062695341065,0.2257971096492368,36.0,50.0,1.6171124937971387e-06
2025-04-07 08:00:00,aave,149.44519740314516,0.0,0.07100838120658182,0.8392543274222225,0.19587583092031383,36.0,50.0,1.615566913367755e-06
2025-04-07 09:00:00,aave,149.51620578435174,0.0,0.07100838120658182,0.8546547739404785,0.16592584464989138,36.0,50.0,1.6140235477115474e-06
2025-04-07 10:00:00,aave,149.58721416555832,0.0,0.07100838120658182,0.8637632525943892,0.1359471508385915,36.0,50.0,1.6124823925966859e-06
2025-04-07 11:00:00,aave,149.6582225467649,0.0,0.07100838120658182,0.8667781422239723,0.1059397494845867,36.0,50.0,1.610943443825453e-06
2025-04-07 12:00:00,aave,149.72923092797146,0.0,0.0710083812065534,0.8637632525947647,0.075903640590042,36.0,50.0,1.6094066971749037e-06
2025-04-07 13:00:00,aave,149.80023930917804,0.0,0.07100838120658182,0.8546547739405652,0.0458388241580821,36.0,50.0,1.6078721484372148e-06
2025-04-07 14:00:00,aave,149.87124769038462,0.0,0.07100838120658182,0.8392543274225558,0.015745300184888945,36.0,50.0,1.6063397934226659e-06
2025-04-07 15:00:00,aave,149.9422560715912,0.0,0.07100838120658182,0.8172062695345655,-0.014376931325908613,36.0,50.0,1.6048096279664986e-06
2025-04-07 16:00:00,aave,150.01326445279778,0.0,0.07100838120658182,0.7879527683986609,-0.04452787037496995,36.0,50.0,1.6032816478859666e-06
2025-04-07 17:00:00,aave,150.08427283400437,0.0,0.07100838120658182,0.7506518906115155,-0.07470751696242761,36.0,50.0,1.6017558490324849e-06
2025-04-07 18:00:00,aave,150.15528121521095,0.0,0.07100838120658182,0.704025691236339,-0.10491587108827576,36.0,50.0,1.600232227247932e-06
2025-04-07 19:00:00,aave,150.22628959641753,0.0,0.07100838120658182,0.6460582824751399,-0.13515293274944026,36.0,50.0,1.598710778403656e-06
2025-04-07 20:00:00,aave,150.2972979776241,0.0,0.07100838120658182,0.5733198515482208,-0.1654187019473901,36.0,50.0,1.5971914983551599e-06
2025-04-07 21:00:00,aave,150.3683063588307,0.0,0.07100838120658182,0.47912964570647865,-0.1957131786822217,36.0,50.0,1.5956743829784728e-06
2025-04-07 22:00:00,aave,150.43931474003728,0.0,0.07100838120658182,0.34641016151735515,-0.2260363629519908,36.0,50.0,1.5941594281748946e-06
2025-04-07 23:00:00,aave,150.51032312124386,0.0,0.07100838120658182,0.0,-0.2563882547570877,36.0,50.0,1.5926466298415893e-06
2025-04-07 00:00:00,aptos,5.315090488450704,119027113.86859006,-9.639323118282306e-05,-0.3464101615367658,-0.2861417958922859,32.0,0.0,2.324662368212947e-09
2025-04-07 01:00:00,aptos,5.314994095219522,119027113.86859006,-9.639323118282306e-05,-0.4791296457399311,-0.3162534965364235,32.0,0.0,2.324746669212808e-09
2025-04-07 02:00:00,aptos,5.314897701988339,119027113.86859006,-9.639323118282306e-05,-0.5733198515894747,-0.3463641035549304,32.0,0.0,2.3248309811334355e-09
2025-04-07 03:00:00,aptos,5.314801308757156,0.0,-9.639323118282306e-05,-0.646058282517051,0.3464562253537706,32.0,0.0,2.3249152893012137e-09
2025-04-07 04:00:00,aptos,5.314704915525973,0.0,-9.639323118282306e-05,-0.7040256912783126,0.31632158477076694,32.0,0.0,2.3249996032708384e-09
2025-04-07 05:00:00,aptos,5.314608522294789,0.0,-9.639323118371124e-05,-0.7506518906520956,0.28618803490457784,32.0,0.0,2.3250839326011645e-09
2025-04-07 06:00:00,aptos,5.314512129063607,0.0,-9.639323118282306e-05,-0.7879527684490386,0.2560555796379788,32.0,0.0,2.3251682540798595e-09
2025-04-07 07:00:00,aptos,5.314415735832424,0.0,-9.639323118282306e-05,-0.8172062695853793,0.2259242159601371,32.0,0.0,2.3252525943301265e-09
2025-04-07 08:00:00,aptos,5.314319342601241,0.0,-9.639323118282306e-05,-0.8392543274798738,0.19579394588244156,32.0,0.0,2.325336921612204e-09
2025-04-07 09:00:00,aptos,5.314222949370058,0.0,-9.639323118282306e-05,-0.8546547739923039,0.16566476881396738,32.0,0.0,2.3254212533300575e-09
2025-04-07 10:00:00,aptos,5.314126556138874,0.0,-9.639323118371124e-05,-0.8637632526502229,0.13553668252219303,32.0,0.0,2.325505606894744e-09
2025-04-07 11:00:00,aptos,5.314030162907692,0.0,-9.639323118282306e-05,-0.8667781422789214,0.10540969044698678,32.0,0.0,2.3255899505591563e-09
2025-04-07 12:00:00,aptos,5.313933769676509,0.0,-9.639323118282306e-05,-0.8637632526512782,0.07528379092843052,32.0,0.0,2.3256742938829593e-09
2025-04-07 13:00:00,aptos,5.313837376445326,0.0,-9.639323118282306e-05,-0.8546547739941921,0.04515898391977727,32.0,0.0,2.3257586542719077e-09
2025-04-07 14:00:00,aptos,5.313740983214143,0.0,-9.639323118282306e-05,-0.8392543274752634,0.015035269272608126,32.0,0.0,2.3258430078356024e-09
2025-04-07 15:00:00,aptos,5.31364458998296,0.0,-9.639323118282306e-05,-0.8172062695888741,-0.015087352865344815,32.0,0.0,2.325927371297773e-09
2025-04-07 16:00:00,aptos,5.313548196751777,0.0,-9.639323118371124e-05,-0.7879527684492438,-0.04520888291637708,32.0,0.0,2.3260117528522263e-09
2025-04-07 17:00:00,aptos,5.313451803520594,0.0,-9.639323118282306e-05,-0.7506518906609216,-0.0753293200753041,32.0,0.0,2.3260961200692418e-09
2025-04-07 18:00:00,aptos,5.313355410289411,0.0,-9.639323118282306e-05,-0.7040256912878115,-0.10544866310008398,32.0,0.0,2.326180515272731e-09
2025-04-07 19:00:00,aptos,5.313259017058228,0.0,-9.639323118282306e-05,-0.6460582825224253,-0.13556691513758456,32.0,0.0,2.326264889656862e-09
2025-04-07 20:00:00,aptos,5.313162623827045,0.0,-9.639323118282306e-05,-0.5733198515841035,-0.1656840743816978,32.0,0.0,2.326349275646106e-09
2025-04-07 21:00:00,aptos,5.313066230595862,0.0,-9.639323118371124e-05,-0.47912964574486205,-0.19580014071602753,32.0,0.0,2.326433680751583e-09
2025-04-07 22:00:00,aptos,5.312969837364679,0.0,-9.639323118282306e-05,-0.3464101615495873,-0.2259151142096369,32.0,0.0,2.326518080393313e-09
2025-04-07 23:00:00,aptos,5.312873444133496,0.0,-9.639323118282306e-05,0.0,-0.2560289937017875,32.0,0.0,2.326602491979735e-09
2025-04-07 00:00:00,avalanche-2,16.037774726785642,353979486.0210874,0.06418686818211228,-0.368006834598619,-0.5316626454810557,60.0,25.69453904806599,0.010544615916689598
2025-04-07 01:00:00,avalanche-2,16.001862597337905,354383502.0758382,-0.035912129447737584,-0.4941452011041766,-0.5466282567577585,60.0,26.245305682009274,0.010554422526677277
